wikidata_id,name,term_start,birth_date,birth_place,education,occupations,employers,party_history,awards,prev_positions,name_upper
Q323398,Bogdan Zdrojewski,2024-07-16,1957-05-18,Kłodzko,University of Wrocław,politician,University of Wrocław,Civic Platform,Cross of Recognition || Commander of the Legion of Honour || Officer's Cross of the Order of Merit of the Federal Republic of Germany || Officer of the Order of Polonia Restituta || Knight Commander of the Order of St. Sylvester || Golden Medal for Merit to Culture || Gold Cross of Merit || Q30903900,mayor of Wroclaw (1990-01-01 to 2001-01-01) || Minister of Culture and National Heritage (2007-11-16 to 2014-06-14) || member of the Sejm (2001-01-01 to 2014-01-01),BOGDAN ZDROJEWSKI
Q126717449,Borja Giménez Larraz,2024-07-16,1983-01-01,Zaragoza,,politician,,,,,BORJA GIMÉNEZ LARRAZ
Q11688652,Borys Budka,2024-07-16,1978-03-11,Czeladź,Law Faculty of University of Silesia in Katowice,politician || economist,University of Economics in Katowice || Ministry of Justice || Ministry of State Assets,Civic Platform || Conservative People's Party,,member of the Sejm || Minister of State Assets (2023-12-13 to 2024-05-13) || Minister of Justice (2015-05-04 to 2015-11-15),BORYS BUDKA
Q17123340,Brando Benifei,2024-07-16,1986-01-01,La Spezia,University of Bologna,politician,,Democratic Party,,,BRANDO BENIFEI
Q12763441,Branislav Ondruš,2024-07-16,1973-03-28,Levoča,Comenius University,politician || journalist,TV Markíza || TV JOJ,Direction – Social Democracy || Party of the Democratic Left,,,BRANISLAV ONDRUŠ
Q18524166,Branko Grims,2024-07-16,1962-08-26,Kranj,University of Ljubljana,politician || geologist || political scientist,,Slovenian Democratic Party,,Member of the National Assembly of Slovenia (from 2022-05-13) || Member of the National Assembly of Slovenia (from 2018-06-03) || Member of the National Assembly of Slovenia (from 2014-08-01) || Member of the National Assembly of Slovenia (from 2004-10-22),BRANKO GRIMS
Q126918590,Brigitte van den Berg,2024-07-16,1989-03-22,Heemskerk,,politician,,,,municipal councillor of Beverwijk (2010-01-01 to 2018-01-01) || municipal executive of Beverwijk (from 2018-01-01) || municipal executive of Beverwijk (2018-05-15 to 2024-06-21) || municipal councillor of Beverwijk (2010-01-01 to 2018-05-15),BRIGITTE VAN DEN BERG
Q127226353,Bruno Gonçalves,2024-07-16,1996-12-27,Braga,,politician,,,,,BRUNO GONÇALVES
Q960356,Bruno Tobback,2024-07-16,1969-08-22,Leuven,Vrije Universiteit Brussel || Ghent University,politician,,Vooruit,,member of the Flemish Parliament (1999-07-06 to 2001-10-14) || member of the Flemish Parliament (1995-06-13 to 1999-06-12) || member of the Flemish Parliament (2001-10-15 to 2004-06-12) || substitute member of the Parliamentary Assembly of the Council of Europe (2007-11-23 to 2009-09-28) || member of the Flemish Parliament (2019-06-18 to 2021-03-21) || member of the Chamber of Representatives of Belgium (2007-06-10 to 2010-06-12) || member of the Flemish Parliament (2014-06-17 to 2019-05-25) || member of the Flemish Parliament (2004-07-06 to 2004-07-17) || member of the Flemish Parliament (from 2021-03-21) || member of the Chamber of Representatives of Belgium (2010-06-13 to 2014-05-24) || Minister of Pensions (2004-07-18 to 2007-12-21),BRUNO TOBBACK
Q110513292,Camilla Laureti,2024-07-16,1975-05-20,Rome,Sapienza University of Rome,politician,,Democratic Party,,,CAMILLA LAURETI
Q125581901,Carla Tavares,2024-07-16,1970-08-15,Lisbon,Universidade Autónoma de Lisboa,politician,,,,Mayor of Amadora (2013-10-21 to 2024-04-29),CARLA TAVARES
Q3659195,Carlo Ciccioli,2024-07-16,1952-11-19,Ancona,,politician,,National Alliance,,member of the Chamber of Deputies of the Italian Republic (2008-04-23 to 2013-03-14) || member of the Chamber of Deputies of the Italian Republic (2006-04-21 to 2008-04-28),CARLO CICCIOLI
Q3659342,Carlo Fidanza,2024-07-16,1976-09-21,San Benedetto del Tronto,,politician,,National Alliance || Brothers of Italy,,Representative of the Parliamentary Assembly of the Council of Europe (from 2018-10-08) || member of the Chamber of Deputies of the Italian Republic (2018-03-19 to 2019-06-27),CARLO FIDANZA
Q5752490,Carmen Crespo,2024-07-16,1966-12-08,Adra,,politician,,People's Party,,Q47132543 (2011-01-01 to 2015-01-01) || Member of the Parliament of Andalusia (1998-01-01 to 2011-01-01) || mayor (2003-01-01 to 2011-01-01) || Member of the Parliament of Andalusia (from 2015-01-01),CARMEN CRESPO
Q64851682,Carola Rackete,2024-07-16,1988-05-08,Preetz,Edge Hill University || Jade University of Applied Sciences,politician || ship captain || social activist || activist || conservationist,Q81307 || British Antarctic Survey || Sea-Watch,,Medal of Honor of the Parliament of Catalonia || honorary doctorate || Medal of the City of Paris || Karl-Küpper-Preis,,CAROLA RACKETE
Q460330,Carolina Morace,2024-07-16,1964-02-05,Venice,,politician || association football coach || association football player || sports commentator,,,Q44727396,,CAROLINA MORACE
Q612666,Catarina Martins,2024-01-01,1973-09-07,Porto,University of Porto || Universidade Aberta de Portugal,actor || politician || stage actor,,Left Bloc,,Coordenador Nacional do Bloco de Esquerda (2012-11-11 to 2023-05-28) || member of the Assembly of the Republic || member of the Assembly of the Republic,CATARINA MARTINS
Q126840144,Catarina Vieira,2025-02-13,1996-05-14,Angra do Heroísmo,,politician,,GroenLinks,,,CATARINA VIEIRA
Q16389751,Caterina Chinnici,2024-07-16,1954-11-05,Palermo,University of Palermo,politician || magistrate,,Democratic Party,,,CATERINA CHINNICI
Q64031647,Catherine Griset,2024-07-16,1972-08-20,Boulogne-sur-Mer,,lawyer || politician,,National Rally,,,CATHERINE GRISET
Q27267672,Cecilia Strada,2024-07-16,1979-03-12,Milan,,writer || politician,,,,,CECILIA STRADA
Q286466,Charles Goerens,2024-07-16,1952-02-06,Ettelbruck,,politician || diplomat,,Democratic Party,Commander of the Order of the Oak Crown,minister of Foreign and European Affairs (2004-07-20 to 2004-07-31) || Representative of the Parliamentary Assembly of the Council of Europe (2004-09-07 to 2009-09-28) || Representative of the Parliamentary Assembly of the Council of Europe (1984-09-26 to 1995-01-30),CHARLES GOERENS
Q5085688,Charlie Weimers,2024-07-16,1982-11-12,Q10516910,,politician,,Christian Democrats || Sweden Democrats,,"chairperson (2008-05-01 to 2011-06-01) || municipal commissioner in Hammarö municipality, Sweden (2010-01-01 to 2014-01-01)",CHARLIE WEIMERS
Q64156493,Chiara Maria Gemma,2024-07-16,1968-09-20,Brindisi,University of Bari,politician || university teacher || didactician,University of Bari,Five Star Movement || independent politician || Brothers of Italy || Together for the Future || Civic Commitment,,,CHIARA MARIA GEMMA
Q455548,Christel Schaldemose,2024-07-16,1967-08-04,Odense,University of Southern Denmark,politician || historian,,Social Democrats,,,CHRISTEL SCHALDEMOSE
Q64069403,Christian Doleschal,2024-07-16,1988-04-27,Kemnath,,politician || jurist,,Christian Social Union of Bavaria,,,CHRISTIAN DOLESCHAL
Q74162,Christian Ehler,2024-07-16,1963-08-17,Munich,Humboldt-Universität zu Berlin,politician,,Christian Democratic Union,,member of the Landtag of Brandenburg (2009-10-21 to 2009-10-31) || member of the Landtag of Brandenburg (1999-09-29 to 2004-10-13),CHRISTIAN EHLER
Q64073047,Christine Anderson,2024-07-16,1968-07-29,Eschwege,,politician,,Alternative for Germany,,,CHRISTINE ANDERSON
Q1083771,Christine Schneider,2024-07-16,1972-06-05,Landau in der Pfalz,DHBW Mosbach,politician,,Christian Democratic Union,,member of Landtag of Rhineland-Palatinate (1996-01-01 to 2019-01-01),CHRISTINE SCHNEIDER
Q126489352,Christine Singer,2024-07-16,1965-07-24,Weilheim in Oberbayern,,politician,,,,,CHRISTINE SINGER
Q47485286,Christophe Bay,2024-09-27,1962-09-06,Vincennes,École nationale d'administration || Sciences Po,politician || official || cadres de la fonction publique,,National Rally,Knight of the Legion of Honour || Knight of the National Order of Merit,General secretary of prefecture of Indre (1993-01-01 to 1994-01-01) || General secretary of prefecture of Vosges (1998-01-01 to 2000-01-01) || Prefect of Dordogne (2014-01-01 to 2016-01-01) || General secretary of prefecture of Rhône (2004-01-01 to 2008-01-01) || Prefect of Aube (2011-03-31 to 2014-11-12),CHRISTOPHE BAY
Q63455931,Christophe Clergeau,2024-07-16,1968-09-01,Nantes,Nantes University || Sciences Po || University of Paris 1 Pantheon-Sorbonne || Lycée Gabriel Guist'hau,politician || university teacher || business executive,Nantes University,Socialist Party,,Regional councillor of Pays de la Loire (from 2015-12-13) || Regional councillor of Pays de la Loire (from 2004-01-01),CHRISTOPHE CLERGEAU
Q33275664,Christophe Gomart,2024-07-16,1960-06-20,Saumur,École Spéciale Militaire de Saint-Cyr || Institut national des hautes études de sécurité (France),politician || military officer,Unibail Rodamco Westfield,,NATO Medal || United Nations Medal || Bronze Star Medal || Cross for Military Valour || Overseas Medal || Combatant's Cross || French commemorative medal || National Defence Medal || Médaille de reconnaissance de la Nation || Commander of the National Order of Mali || Commander of the Legion of Honour || Commander of the National Order of Merit || Legionnaire of Legion of Merit || Honourary Cross of the Bundeswehr in Silver || NATO medal for the former Yugoslavia,Special Operations Commander (2011-08-01 to 2013-06-20) || Q81289568 (2003-01-01 to 2005-01-01) || director of military Intelligence (2013-06-21 to 2017-07-06),CHRISTOPHE GOMART
Q21156576,Christophe Grudler,2024-07-16,1965-04-09,Belfort,University of Strasbourg,politician || journalist,,Democratic Movement || Rally for the Republic,,member of the departmental council of Territoire de Belfort (from 2015-04-02) || member of the general council (1998-01-01 to 2015-01-01),CHRISTOPHE GRUDLER
Q56460787,Christophe Hansen,2024-07-16,1982-02-21,Wiltz,Louis Pasteur University,politician,,Christian Social People's Party,,Deputy of the Chamber of Deputies of Luxembourg (2023-10-24 to 2024-07-10),CHRISTOPHE HANSEN
Q126616226,Ciaran Mullooly,2024-07-16,1966-09-04,Longford,,politician,,,,,CIARAN MULLOOLY
Q63411774,Claire Fita,2024-07-16,1976-12-31,Toulouse,,politician || Q63755358,,,,Regional councillor of Occitanie (from 2016-01-01),CLAIRE FITA
Q104070010,Claudiu Târziu,2024-07-16,1973-02-20,Bacău,Mihai Eminescu University,politician || journalist || publisher,,Alliance for the Union of Romanians,,deputy chairperson (from 2022-03-27) || member of the Senate of Romania (from 2020-12-21),CLAUDIU TÂRZIU
Q63413116,Cristian Terheș,2024-07-16,1978-12-04,Zalău,,priest || politician,,Christian-Democratic National Peasants' Party || Social Democratic Party || Romanian National Conservative Party,,,CRISTIAN TERHEȘ
Q126908619,Cristina Guarda,2024-07-16,1990-03-03,Cologna Veneta,,politician,,,,,CRISTINA GUARDA
Q62091380,Cristina Maestre,2024-07-16,1975-07-27,Ciudad Real,,politician || social worker,,Spanish Socialist Workers' Party,,Daimiel municipal councillor (2003-01-01 to 2015-01-01) || member of the Senate of Spain (2008-04-01 to 2011-09-27) || member of the Senate of Spain (2004-04-02 to 2008-01-15),CRISTINA MAESTRE
Q55752813,Csaba Dömötör,2024-09-22,1982-09-13,Budapest,Corvinus University of Budapest,politician,,Fidesz,,member of the National Assembly of Hungary (2018-05-08 to 2022-05-01) || member of the National Assembly of Hungary (2022-05-02 to 2024-09-30),CSABA DÖMÖTÖR
Q967118,Csaba Molnár,2024-07-16,1975-12-04,Csorna,Eötvös Loránd University,politician || jurist,,Hungarian Socialist Party || Democratic Coalition,,"Minister for Transport, Communications and Energy (2008-12-01 to 2009-04-15) || member of the National Assembly of Hungary (2011-10-24 to 2014-06-20) || Minister in charge of the Prime Minister's Office (2009-04-16 to 2010-05-29) || member of the National Assembly of Hungary (2006-05-16 to 2011-10-23)",CSABA MOLNÁR
Q926087,Cynthia Ní Mhurchú,2024-07-16,1966-01-01,Carlow,,politician || barrister || journalist || presenter,,,,,CYNTHIA NÍ MHURCHÚ
Q124620577,Céline Imart,2024-07-16,1982-08-24,Toulouse,ESSEC Business School || Sciences Po,politician || financier || farm operator,,The Republicans,,"member of the French Economic, Social and Environmental Council (2010-01-01 to 2015-01-01) || spokesperson",CÉLINE IMART
Q5796275,César Luena López,2024-07-16,1980-10-29,Bobadilla,University of La Rioja,politician,,Spanish Socialist Workers' Party,,Member of the Congress of Deputies (2016-01-08 to 2016-07-19) || Member of the Congress of Deputies (2008-03-24 to 2011-09-27) || Deputy of the Parliament of La Rioja (2007-06-21 to 2018-01-18) || Member of the Congress of Deputies (2016-07-07 to 2019-05-21) || Member of the Congress of Deputies (2011-11-29 to 2016-01-13),CÉSAR LUENA LÓPEZ
Q1157638,Dainius Žalimas,2024-07-16,1973-05-22,Vilnius,Vilnius University,judge || politician || university teacher,Vilnius University,Homeland Union – Lithuanian Christian Democrats,Order of Honour,,DAINIUS ŽALIMAS
Q63532607,Damian Boeselager,2024-07-16,1988-03-08,Frankfurt,Columbia University || Hertie School || University of Bayreuth || Aloisiuskolleg,politician || journalist || business consultant,McKinsey & Company,Volt Europa,,,DAMIAN BOESELAGER
Q37793165,Damien Carême,2024-07-16,1960-11-16,Jœuf,,politician,,Socialist Party || The Ecologists – Europe Écologie Les Verts,,Q66501312 (from 2014-03-23) || Q65488374 (2014-03-23 to 2020-05-17) || Mayor of Grande-Synthe (2014-03-23 to 2019-07-03),DAMIEN CARÊME
Q28113900,Dan Barna,2024-07-16,1975-07-10,Sibiu,University of Bucharest || Politehnica University of Bucharest,lawyer || politician || formateur,,Save Romania Union,,member of the Chamber of Deputies of Romania (2016-12-21 to 2020-12-18) || deputy chairperson (2022-07-10 to 2024-06-26) || party leader (2017-10-28 to 2021-10-01) || Deputy Prime-Minister of Romania (2020-12-23 to 2021-09-07) || member of the Chamber of Deputies of Romania (from 2020-12-21) || deputy chairperson (from 2023-05-28),DAN BARNA
Q12726340,Dan Motreanu,2024-07-16,1970-09-11,Orăștie,West University of Timișoara,politician,,National Liberal Party,,Minister of Agriculture of Romania (2006-12-06 to 2007-04-05) || member of the Chamber of Deputies of Romania (2008-12-12 to 2012-12-10) || member of the Chamber of Deputies of Romania (2012-01-01 to 2016-01-01) || member of the Chamber of Deputies of Romania (2004-01-01 to 2008-01-01),DAN MOTREANU
Q5214099,Dan Nica,2024-07-16,1960-07-02,Panciu,Gheorghe Asachi Technical University of Iași,engineer || politician,,Social Democratic Party,Order of the Star of Romania,member of the Chamber of Deputies of Romania (2008-12-12 to 2012-12-10) || member of the Chamber of Deputies of Romania (2004-01-01 to 2008-01-01) || Minister of Communications and Information Society (2012-05-07 to 2014-02-25) || member of the Chamber of Deputies of Romania (1996-01-01 to 2000-01-01) || member of the Chamber of Deputies of Romania (2000-01-01 to 2004-01-01) || Minister of Internal Affairs (2009-01-13 to 2009-01-20) || member of the Chamber of Deputies of Romania (2012-01-01 to 2014-06-23) || Minister of Internal Affairs (2009-02-02 to 2009-10-01),DAN NICA
Q126543809,Daniel Attard,2024-07-16,1992-04-18,"Pietà, Malta",,politician,,,,,DANIEL ATTARD
Q12726380,Daniel Buda,2024-07-16,1970-01-11,Românași,,lawyer || politician,,National Liberal Party || Democratic Liberal Party,,member of the Chamber of Deputies of Romania (2008-12-12 to 2012-12-01) || member of the Chamber of Deputies of Romania (2004-12-17 to 2008-01-01),DANIEL BUDA
Q77761,Daniel Caspary,2024-07-16,1976-04-04,Karlsruhe,Karlsruhe Institute of Technology,politician,,Christian Democratic Union,,,DANIEL CASPARY
Q64043969,Daniel Freund,2024-07-16,1984-10-14,Aachen,Leipzig University || Sciences Po,politician,,Alliance '90/The Greens,,,DANIEL FREUND
Q24429855,Daniel Obajtek,2024-07-16,1976-01-02,Myślenice,Private University of Environmental Sciences in Radom,engineer || politician || executive || manager,Orlen,Law and Justice,,chief executive officer (2018-02-05 to 2024-02-05),DANIEL OBAJTEK
Q127273378,Daniele Polato,2024-07-16,1975-06-04,Verona,,politician,,,,,DANIELE POLATO
Q127268764,Danilo Della Valle,2024-07-16,1983-02-01,Capua,,politician,,,,,DANILO DELLA VALLE
Q42307539,Danuše Nerudová,2024-07-16,1979-01-04,Brno,Mendel University in Brno,politician || economist || university teacher,"Mendel University in Brno || Faculty of Agronomy, Mendel University in Brno",Mayors and Independents,,rector (2018-01-01 to 2022-03-31),DANUŠE NERUDOVÁ
Q15976266,Dario Nardella,2024-07-16,1975-11-20,Torre del Greco,University of Florence,politician,,Democratic Party,,metropolitan mayor of Florence (2015-01-01 to 2024-06-27) || member of the Chamber of Deputies of the Italian Republic (2013-03-05 to 2014-05-07) || mayor of Florence (2014-05-28 to 2024-06-27),DARIO NARDELLA
